house_id,coordinates_lat,coordinates_lng,date,trap_type,trap_location,any_meassures,adult_house,kids_house,young_kids_house,adult_room,kids_room,young_kids_room,sleep_outdoors,cook,gambiae_count,funestus_count,funestus_parensis,funestus_funestus,funestus_leesoni,gambiae_arabiensis,gambiae_quadrianulatus,gambiae_merus
6079-028,-24.49077453,32.07886084,6/29/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-028,-24.5637153,32.66421813,8/2/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-005,-24.49149084,32.11577821,3/1/17,1,1,1,1,0,0,1,0,0,NA,2,1,0,0,0,0,0,0,1
6044-461,-25.03205677,32.64008688,9/16/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-047,-25.18059078,32.48717174,3/17/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-047,-25.18051366,32.48710272,11/21/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-036,-24.56828159,32.66375192,3/22/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
3615-094,-25.06653279,32.81230524,12/6/16,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-009,-24.4892623,32.11506956,10/20/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-098,-24.80145313,32.86078355,9/1/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-018,-24.56088697,32.66022001,10/6/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6044-438,-25.03343629,32.63898382,12/17/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
3605-214,-25.05189086,32.7846707,4/19/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-036,-24.56825857,32.66462162,5/10/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-028,-24.56373319,32.66444786,6/6/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-043,-24.48689412,32.07369843,7/12/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-028,-24.49064571,32.07883484,9/16/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3615-022,-25.06402678,32.81457384,3/10/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-043,-24.48678132,32.07353061,3/28/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-036,-24.56840955,32.66458689,10/6/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-050,-25.18245434,32.4856554,12/12/15,2,1,1,2,0,0,2,0,0,NA,2,1,0,0,0,0,0,0,0
6011-018,-24.56106424,32.65985083,12/1/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6002-065,-24.8052518,32.85054858,8/4/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-059,-24.56296069,32.66025131,8/2/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-021,-25.1569765,32.48906744,1/21/16,2,1,1,2,0,0,2,0,0,NA,2,2,0,0,0,0,0,0,0
6072-122,-25.14916896,32.49113026,7/24/15,2,1,1,2,0,0,2,0,0,NA,2,4,5,0,0,0,0,0,0
6011-034,-24.56858501,32.6644956,11/7/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-055,-24.56683963,32.65671214,5/10/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-431,-25.03350562,32.63791358,12/9/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6071-052,-25.23576862,32.46060236,7/18/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-131,-25.14917038,32.49114857,12/12/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6018-037,-24.89457894,32.35386146,6/20/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-015,-24.89006395,32.34555012,10/25/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-022,-24.49248696,32.07920162,5/26/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,1,0,0,0,0,0,0,0
3612-265,-25.05473044,32.76549639,12/7/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-131,-25.14927325,32.49124068,6/23/17,2,1,1,1,0,0,1,0,0,NA,2,2,0,0,0,0,0,0,0
6072-018,-25.15784546,32.48779022,10/28/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6078-026,-24.48817279,32.09683312,3/16/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-026,-24.48825828,32.09713562,11/28/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-032,-24.81104048,32.86096883,7/8/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-015,-24.88965335,32.34315265,6/29/16,2,2,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-028,-24.49063364,32.07900397,8/9/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-022,-24.49257344,32.07924171,11/28/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-062,-24.56503268,32.66506048,8/29/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-056,-24.56167305,32.6557071,11/29/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-006,-24.56871645,32.65958736,5/29/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6078-008,-24.48941369,32.11538345,9/13/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-079,-24.49295559,32.08429781,2/17/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6044-398,-25.02865115,32.63835909,1/15/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-012,-24.4893053,32.11356513,5/26/15,1,1,1,2,0,0,2,0,0,NA,2,1,0,0,0,0,0,0,0
6011-018,-24.56099746,32.66002707,4/12/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-028,-24.89385479,32.34525645,5/24/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-034,-24.48830351,32.08036874,10/18/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-022,-24.88976036,32.34292186,8/12/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-059,-24.56302566,32.6601066,7/3/15,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-008,-24.49695183,32.08049259,11/17/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6071-006,-25.24115179,32.46556029,8/16/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,1,0,0,0,0,0,0
6072-011,-25.16141698,32.48658702,11/17/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6046-177,-25.02970102,32.64975679,10/19/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-047,-25.18066733,32.48707828,5/26/17,2,1,1,1,0,0,1,0,0,NA,2,4,0,0,0,0,0,0,1
6044-431,-25.03367183,32.63810414,8/13/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-011,-25.16138436,32.48656253,2/23/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3609-091,-25.05232725,32.78216624,9/5/17,1,1,1,1,0,0,1,0,0,NA,2,1,0,0,0,0,0,0,0
6079-058,-24.48388006,32.07259584,9/15/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-022,-24.88972381,32.34295756,11/16/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-029,-25.17963459,32.48283796,5/26/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
3609-098,-25.05131057,32.78277684,6/13/17,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6018-031,-24.89645207,32.34971405,5/24/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-012,-24.56554874,32.65927424,2/9/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6045-336,-25.03084067,32.6222415,6/9/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-062,-24.56498788,32.66486305,10/7/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6044-431,-25.03354416,32.63803552,3/23/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6002-160,-24.80192176,32.8545363,5/17/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
3608-035,-25.06387123,32.84420976,7/13/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-050,-24.80812488,32.8649543,2/11/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6045-034,-25.03082505,32.61951374,7/14/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-098,-24.80258698,32.86193061,12/1/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-028,-24.49078405,32.07878276,2/1/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-050,-24.80812159,32.86470017,5/13/15,2,1,1,1,0,0,1,0,0,NA,2,0,1,1,0,0,0,0,0
6044-676,-25.03174979,32.63801973,12/17/15,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-033,-24.89309712,32.35003317,9/15/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6045-336,-25.03155782,32.62285427,11/17/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-011,-25.16075184,32.48605282,1/22/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-461,-25.03214744,32.64032156,10/19/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-008,-24.48910005,32.11567215,12/20/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-053,-24.9041278,32.36260183,3/15/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6002-114,-24.80188528,32.85327237,10/12/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-036,-25.17300233,32.48049317,2/26/16,1,1,1,1,0,0,1,0,0,NA,2,5,0,0,0,0,0,0,0
6018-020,-24.89150062,32.34425848,7/21/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
3609-091,-25.0522573,32.78219721,11/14/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-028,-24.49059976,32.07899388,9/15/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6045-324,-25.0302869,32.62477896,7/9/15,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6045-274,-25.0337739,32.63075491,7/10/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-037,-25.17509783,32.4827238,10/2/15,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6018-028,-24.89415851,32.34544253,7/19/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6002-114,-24.80192655,32.85332538,1/6/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6045-455,-25.02842635,32.63080093,2/19/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6046-226,-25.03157131,32.64565176,3/23/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-037,-25.17502441,32.48274981,9/23/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-108,-24.80213322,32.85929606,9/2/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-022,-24.49246075,32.07938377,11/17/15,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6046-177,-25.02995032,32.6497935,11/11/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6018-015,-24.88967971,32.34521463,12/9/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-058,-24.56161382,32.65991919,1/6/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6072-021,-25.15703148,32.48907984,9/22/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-006,-24.49155245,32.11606129,6/29/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3612-010,-25.05018475,32.75743704,12/6/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6002-063,-24.80625133,32.85433045,9/3/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-018,-24.48688232,32.10738431,7/12/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6072-117,-25.2213153,32.46108338,10/28/16,2,2,0,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0
6072-122,-25.14726426,32.49612001,3/29/16,2,1,1,2,0,0,2,0,0,NA,2,49,0,0,0,0,0,0,2
3605-479,-25.05165727,32.78491249,10/14/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-068,-24.49133958,32.08231501,3/28/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
3609-091,-25.05246031,32.78243459,12/7/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-048,-24.80922809,32.86485473,3/8/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-122,-25.14725443,32.4958378,12/11/15,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-043,-24.48692418,32.07345687,2/16/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-033,-24.89312891,32.35007166,10/27/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6045-243,-25.03127014,32.63218312,10/20/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
3609-091,-25.0524376,32.78232821,7/13/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-461,-25.03195267,32.64009563,9/22/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,1,0,0,0,0,0,0
6071-013,-25.24447136,32.47124212,1/27/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-065,-24.56795289,32.66145134,8/29/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-047,-25.1805627,32.48699359,8/16/17,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6072-057,-25.18393904,32.48260838,7/18/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-012,-24.81286425,32.86499723,6/9/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-065,-24.56806835,32.66137463,6/7/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-065,-24.9009921,32.35211287,9/20/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-068,-24.49126332,32.08221361,2/28/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6045-034,-25.03088593,32.61911397,1/14/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-018,-24.5608718,32.65999379,7/4/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3615-022,-25.0640432,32.81474482,9/30/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6044-328,-25.03030915,32.64178546,7/10/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-031,-24.89651411,32.34984707,7/21/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-079,-24.49303701,32.08396772,11/23/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-021,-25.15724783,32.48913614,5/22/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-079,-24.49298276,32.08391209,8/22/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-012,-24.48911637,32.11409881,7/12/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6002-077,-24.80457042,32.85393368,6/9/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-015,-24.81124646,32.86614288,8/4/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6045-274,-25.0337521,32.63052853,11/20/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-052,-24.9031487,32.35806099,1/19/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-097,-24.80337664,32.86168744,7/11/17,2,1,1,1,0,0,1,0,0,NA,2,0,1,0,0,0,0,0,0
6045-005,-25.03177352,32.6130263,3/18/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-031,-24.89658615,32.34973548,2/22/17,2,1,1,2,0,0,2,0,0,NA,2,6,0,0,0,0,0,2,3
6002-058,-24.8054775,32.85774346,4/12/16,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
3605-214,-25.05240304,32.78609079,11/8/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-058,-24.90444425,32.36123722,10/27/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-438,-25.03348039,32.63896619,1/14/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-122,-25.14712214,32.49596721,1/21/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6001-031,-24.81204819,32.86155522,5/17/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-037,-24.89452692,32.35353519,4/15/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-018,-24.48711279,32.10751665,7/1/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-117,-25.22114818,32.46095639,8/13/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-027,-25.15395557,32.4842812,10/25/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-444,-25.03263722,32.63932373,9/16/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-065,-24.90090883,32.3521137,8/17/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-040,-24.89596727,32.35238681,1/20/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6018-033,-24.89292727,32.35008676,4/15/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6078-012,-24.48926944,32.11351003,12/21/16,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6018-065,-24.90083237,32.35210726,5/20/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-022,-24.49251165,32.07932631,7/13/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-022,-24.49254339,32.07918273,5/3/17,1,1,1,1,0,0,1,0,0,NA,2,1,0,0,0,0,0,0,0
6044-328,-25.03014961,32.64175388,11/21/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-487,-25.03127215,32.64217398,8/6/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6072-037,-25.17538443,32.48261952,10/28/16,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6045-455,-25.02838466,32.63094091,6/12/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-069,-24.89717529,32.35312419,3/22/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-055,-24.56686922,32.65670043,1/10/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6011-039,-24.56879458,32.66234295,10/7/16,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-012,-24.56558542,32.65885149,12/2/15,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-040,-24.89544279,32.35151592,7/22/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
3612-343,-25.05201485,32.7630409,7/14/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6079-068,-24.49120724,32.08250652,6/15/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-018,-24.48704424,32.10743241,11/18/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-028,-24.56358804,32.6644903,8/2/16,1,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6072-018,-25.15777349,32.48802012,8/14/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-008,-24.49672827,32.08043801,6/29/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6079-068,-24.49134676,32.08201956,10/31/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6018-049,-24.90195274,32.34578078,2/24/16,1,2,0,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0
6079-058,-24.48382649,32.07267009,8/26/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
3615-022,-25.0638863,32.81465556,4/19/17,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,2,1,0,0,0,0,0
6011-031,-24.56776899,32.66522179,1/11/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6002-065,-24.80490866,32.85113954,9/3/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6011-006,-24.56873703,32.65988901,9/9/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-031,-24.81182754,32.86184449,9/2/16,2,2,0,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0
6018-053,-24.90386791,32.36257394,1/19/16,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6044-460,-25.03303231,32.64076336,8/6/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-018,-24.56075302,32.65983712,7/31/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-008,-24.48932558,32.11538748,7/26/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-009,-24.81366934,32.86595569,12/2/16,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-081,-24.80441881,32.86275214,11/4/16,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6045-243,-25.03114223,32.63208006,8/11/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-444,-25.03259153,32.63929452,4/21/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6018-040,-24.89596884,32.3526954,5/23/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6045-031,-25.02797879,32.62239521,9/18/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6045-363,-25.0392677,32.60883417,7/7/17,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-037,-25.17507744,32.48292267,4/27/17,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6001-168,-24.81267173,32.86455538,3/10/16,2,1,1,1,0,0,1,0,0,NA,2,25,0,0,0,0,0,0,0
6072-021,-25.15702968,32.48921905,3/16/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-012,-24.48917484,32.11351701,3/16/16,2,1,1,2,0,0,2,0,0,NA,2,1,0,0,0,0,0,0,0
6072-043,-25.17890263,32.48225058,10/1/15,1,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6018-053,-24.90386119,32.36260024,6/17/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6078-003,-24.49144816,32.1176886,10/21/15,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6018-020,-24.89164879,32.34448213,8/17/17,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6072-120,-25.15689831,32.48492762,11/27/15,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6001-086,-24.80523737,32.86069512,8/4/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6011-028,-24.56367067,32.66439837,11/5/15,2,2,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,0,0,0,0,0,0
6044-676,-25.03203685,32.63825483,10/22/15,2,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
6078-018,-24.48708176,32.10752995,5/31/17,2,1,1,2,0,0,2,0,0,NA,2,1,0,0,0,0,0,0,0
6018-040,-24.89582995,32.35261785,5/24/17,2,1,1,2,0,0,2,0,0,NA,2,0,0,0,0,0,0,0,0
6079-028,-24.4907076,32.07883648,7/1/15,1,1,1,1,0,0,1,0,0,NA,2,0,0,0,0,0,0,0,0
